request_id,arrival_ms,output_tokens,split,prompt_tokens,source_timestamp,source_row
azure-code-v3-0291,98025.307,41,validation,7673,2024-05-12 08:49:22.047887+00:00,3765626
azure-code-v3-0292,99381.441,15,validation,1947,2024-05-12 08:49:23.404021+00:00,3765627
azure-code-v3-0293,99732.011,4,validation,7652,2024-05-12 08:49:23.754591+00:00,3765628
azure-code-v3-0294,99770.034,489,validation,2101,2024-05-12 08:49:23.792614+00:00,3765629
azure-code-v3-0295,99879.529,9,validation,1884,2024-05-12 08:49:23.902109+00:00,3765630
azure-code-v3-0296,100381.370,3,validation,5777,2024-05-12 08:49:24.403950+00:00,3765631
azure-code-v3-0297,100382.911,2,validation,1886,2024-05-12 08:49:24.405491+00:00,3765632
azure-code-v3-0298,100481.687,9,validation,3044,2024-05-12 08:49:24.504267+00:00,3765633
azure-code-v3-0299,100878.866,2,validation,1886,2024-05-12 08:49:24.901446+00:00,3765634
azure-code-v3-0300,101378.791,2,validation,1886,2024-05-12 08:49:25.401371+00:00,3765635
azure-code-v3-0301,103498.165,1,validation,2985,2024-05-12 08:49:27.520745+00:00,3765636
azure-code-v3-0302,104110.036,2,validation,2895,2024-05-12 08:49:28.132616+00:00,3765637
azure-code-v3-0303,104245.440,13,validation,2986,2024-05-12 08:49:28.268020+00:00,3765638
azure-code-v3-0304,105483.220,5,validation,7652,2024-05-12 08:49:29.505800+00:00,3765639
azure-code-v3-0305,105630.226,3,validation,2918,2024-05-12 08:49:29.652806+00:00,3765640
azure-code-v3-0306,106064.385,12,validation,997,2024-05-12 08:49:30.086965+00:00,3765641
azure-code-v3-0307,106564.886,8,validation,997,2024-05-12 08:49:30.587466+00:00,3765642
azure-code-v3-0308,107752.023,1,validation,2945,2024-05-12 08:49:31.774603+00:00,3765643
azure-code-v3-0309,108004.598,2,validation,2945,2024-05-12 08:49:32.027178+00:00,3765644
azure-code-v3-0310,108268.126,32,validation,80,2024-05-12 08:49:32.290706+00:00,3765645
azure-code-v3-0311,108381.683,10,validation,5777,2024-05-12 08:49:32.404263+00:00,3765646
azure-code-v3-0312,108503.598,17,validation,2987,2024-05-12 08:49:32.526178+00:00,3765647
azure-code-v3-0313,109134.999,52,validation,5796,2024-05-12 08:49:33.157579+00:00,3765648
azure-code-v3-0314,109361.351,15,validation,22,2024-05-12 08:49:33.383931+00:00,3765649
azure-code-v3-0315,109496.206,1175,validation,1619,2024-05-12 08:49:33.518786+00:00,3765650
azure-code-v3-0316,109564.064,5,validation,1009,2024-05-12 08:49:33.586644+00:00,3765651
azure-code-v3-0317,109982.941,12,validation,1509,2024-05-12 08:49:34.005521+00:00,3765652
azure-code-v3-0318,110482.116,5,validation,2829,2024-05-12 08:49:34.504696+00:00,3765653
azure-code-v3-0319,110516.601,25,validation,23,2024-05-12 08:49:34.539181+00:00,3765654
azure-code-v3-0320,110634.664,38,validation,4981,2024-05-12 08:49:34.657244+00:00,3765655
azure-code-v3-0321,110766.101,23,validation,80,2024-05-12 08:49:34.788681+00:00,3765656
azure-code-v3-0322,111001.606,18,validation,1606,2024-05-12 08:49:35.024186+00:00,3765657
azure-code-v3-0323,111496.912,1,validation,1620,2024-05-12 08:49:35.519492+00:00,3765658
azure-code-v3-0324,111878.883,15,validation,5865,2024-05-12 08:49:35.901463+00:00,3765659
azure-code-v3-0325,112019.600,1,validation,1062,2024-05-12 08:49:36.042180+00:00,3765660
azure-code-v3-0326,112498.972,8,validation,24,2024-05-12 08:49:36.521552+00:00,3765661
azure-code-v3-0327,112768.732,36,validation,1062,2024-05-12 08:49:36.791312+00:00,3765662
azure-code-v3-0328,112859.907,2,validation,2895,2024-05-12 08:49:36.882487+00:00,3765663
azure-code-v3-0329,112998.803,31,validation,1620,2024-05-12 08:49:37.021383+00:00,3765664
azure-code-v3-0330,114061.218,1,validation,1009,2024-05-12 08:49:38.083798+00:00,3765665
azure-code-v3-0331,114313.882,4,validation,1009,2024-05-12 08:49:38.336462+00:00,3765666
azure-code-v3-0332,114363.593,6,validation,1702,2024-05-12 08:49:38.386173+00:00,3765667
azure-code-v3-0333,114732.630,18,validation,3488,2024-05-12 08:49:38.755210+00:00,3765668
azure-code-v3-0334,114813.075,4,validation,1010,2024-05-12 08:49:38.835655+00:00,3765669
azure-code-v3-0335,115063.151,4,validation,1009,2024-05-12 08:49:39.085731+00:00,3765670
azure-code-v3-0336,115312.439,4,validation,1009,2024-05-12 08:49:39.335019+00:00,3765671
azure-code-v3-0337,116313.933,3,validation,1010,2024-05-12 08:49:40.336513+00:00,3765672
azure-code-v3-0338,117231.604,5,validation,3045,2024-05-12 08:49:41.254184+00:00,3765673
azure-code-v3-0339,117482.407,2,validation,3046,2024-05-12 08:49:41.504987+00:00,3765674
azure-code-v3-0340,117517.325,9,validation,2094,2024-05-12 08:49:41.539905+00:00,3765675
azure-code-v3-0341,117734.975,1,validation,3046,2024-05-12 08:49:41.757555+00:00,3765676
azure-code-v3-0342,117981.709,1,validation,3046,2024-05-12 08:49:42.004289+00:00,3765677
azure-code-v3-0343,118231.807,5,validation,3045,2024-05-12 08:49:42.254387+00:00,3765678
azure-code-v3-0344,118860.987,10,validation,7681,2024-05-12 08:49:42.883567+00:00,3765679
azure-code-v3-0345,118981.970,9,validation,3044,2024-05-12 08:49:43.004550+00:00,3765680
azure-code-v3-0346,119247.232,55,validation,1622,2024-05-12 08:49:43.269812+00:00,3765681
azure-code-v3-0347,119610.920,2,validation,2896,2024-05-12 08:49:43.633500+00:00,3765682
azure-code-v3-0348,119732.660,9,validation,3044,2024-05-12 08:49:43.755240+00:00,3765683
azure-code-v3-0349,120997.946,61,validation,1628,2024-05-12 08:49:45.020526+00:00,3765684
azure-code-v3-0350,121232.137,9,validation,3046,2024-05-12 08:49:45.254717+00:00,3765685
azure-code-v3-0351,121314.573,3,validation,2886,2024-05-12 08:49:45.337153+00:00,3765686
azure-code-v3-0352,121315.261,5,validation,1011,2024-05-12 08:49:45.337841+00:00,3765687
azure-code-v3-0353,121563.498,3,validation,1010,2024-05-12 08:49:45.586078+00:00,3765688
azure-code-v3-0354,121611.630,1,validation,2896,2024-05-12 08:49:45.634210+00:00,3765689
azure-code-v3-0355,121612.283,6,validation,5755,2024-05-12 08:49:45.634863+00:00,3765690
azure-code-v3-0356,121631.841,1,validation,2747,2024-05-12 08:49:45.654421+00:00,3765691
azure-code-v3-0357,121765.673,9,validation,1968,2024-05-12 08:49:45.788253+00:00,3765692
azure-code-v3-0358,121825.500,3,validation,1010,2024-05-12 08:49:45.848080+00:00,3765693
azure-code-v3-0359,121982.345,23,validation,1972,2024-05-12 08:49:46.004925+00:00,3765694
azure-code-v3-0360,122245.802,40,validation,1636,2024-05-12 08:49:46.268382+00:00,3765695
azure-code-v3-0361,122312.989,3,validation,2886,2024-05-12 08:49:46.335569+00:00,3765696
azure-code-v3-0362,122481.534,2,validation,3047,2024-05-12 08:49:46.504114+00:00,3765697
azure-code-v3-0363,122732.473,2,validation,3047,2024-05-12 08:49:46.755053+00:00,3765698
azure-code-v3-0364,122981.048,1,validation,3047,2024-05-12 08:49:47.003628+00:00,3765699
azure-code-v3-0365,123361.177,1,validation,2896,2024-05-12 08:49:47.383757+00:00,3765700
azure-code-v3-0366,123481.173,1,validation,3048,2024-05-12 08:49:47.503753+00:00,3765701
azure-code-v3-0367,123494.474,166,validation,1636,2024-05-12 08:49:47.517054+00:00,3765702
azure-code-v3-0368,123518.199,1,validation,948,2024-05-12 08:49:47.540779+00:00,3765703
azure-code-v3-0369,123766.586,100,validation,2095,2024-05-12 08:49:47.789166+00:00,3765704
azure-code-v3-0370,123815.791,15,validation,2888,2024-05-12 08:49:47.838371+00:00,3765705
azure-code-v3-0371,124765.866,162,validation,2095,2024-05-12 08:49:48.788446+00:00,3765706
azure-code-v3-0372,125481.768,5,validation,3048,2024-05-12 08:49:49.504348+00:00,3765707
azure-code-v3-0373,125566.626,11,validation,1938,2024-05-12 08:49:49.589206+00:00,3765708
azure-code-v3-0374,126480.594,1,validation,3048,2024-05-12 08:49:50.503174+00:00,3765709
azure-code-v3-0375,126733.047,4,validation,3048,2024-05-12 08:49:50.755627+00:00,3765710
azure-code-v3-0376,126980.810,1,validation,1896,2024-05-12 08:49:51.003390+00:00,3765711
azure-code-v3-0377,127310.756,1,validation,1897,2024-05-12 08:49:51.333336+00:00,3765712
azure-code-v3-0378,127481.085,1,validation,1897,2024-05-12 08:49:51.503665+00:00,3765713
azure-code-v3-0379,127860.211,3,validation,1899,2024-05-12 08:49:51.882791+00:00,3765714
azure-code-v3-0380,128109.753,5,validation,7682,2024-05-12 08:49:52.132333+00:00,3765715
azure-code-v3-0381,128360.839,3,validation,7680,2024-05-12 08:49:52.383419+00:00,3765716
azure-code-v3-0382,128632.066,6,validation,2754,2024-05-12 08:49:52.654646+00:00,3765717
azure-code-v3-0383,128814.582,10,validation,1938,2024-05-12 08:49:52.837162+00:00,3765718
azure-code-v3-0384,128981.753,75,validation,3052,2024-05-12 08:49:53.004333+00:00,3765719
azure-code-v3-0385,129061.645,1,validation,1972,2024-05-12 08:49:53.084225+00:00,3765720
azure-code-v3-0386,129360.185,2,validation,1972,2024-05-12 08:49:53.382765+00:00,3765721
azure-code-v3-0387,129859.579,21,validation,5608,2024-05-12 08:49:53.882159+00:00,3765722
azure-code-v3-0388,130016.296,4,validation,2099,2024-05-12 08:49:54.038876+00:00,3765723
azure-code-v3-0389,130632.678,9,validation,2751,2024-05-12 08:49:54.655258+00:00,3765724
azure-code-v3-0390,131360.975,9,validation,7682,2024-05-12 08:49:55.383555+00:00,3765725
azure-code-v3-0391,131515.055,1,validation,3675,2024-05-12 08:49:55.537635+00:00,3765726
azure-code-v3-0392,131631.556,10,validation,2750,2024-05-12 08:49:55.654136+00:00,3765727
azure-code-v3-0393,131812.870,20,validation,28,2024-05-12 08:49:55.835450+00:00,3765728
azure-code-v3-0394,131877.872,1,validation,3674,2024-05-12 08:49:55.900452+00:00,3765729
azure-code-v3-0395,135485.021,9,validation,3074,2024-05-12 08:49:59.507601+00:00,3765730
azure-code-v3-0396,136565.246,7,validation,1047,2024-05-12 08:50:00.587826+00:00,3765731
azure-code-v3-0397,136995.261,1,validation,2942,2024-05-12 08:50:01.017841+00:00,3765732
azure-code-v3-0398,137245.762,7,validation,2944,2024-05-12 08:50:01.268342+00:00,3765733
azure-code-v3-0399,137983.605,9,validation,3074,2024-05-12 08:50:02.006185+00:00,3765734
azure-code-v3-0400,138065.016,12,validation,1653,2024-05-12 08:50:02.087596+00:00,3765735
azure-code-v3-0401,138311.097,1,validation,1943,2024-05-12 08:50:02.333677+00:00,3765736
azure-code-v3-0402,138360.894,2,validation,1943,2024-05-12 08:50:02.383474+00:00,3765737
azure-code-v3-0403,139017.331,141,validation,2102,2024-05-12 08:50:03.039911+00:00,3765738
azure-code-v3-0404,139611.842,1,validation,5600,2024-05-12 08:50:03.634422+00:00,3765739
azure-code-v3-0405,139629.707,11,validation,3355,2024-05-12 08:50:03.652287+00:00,3765740
azure-code-v3-0406,140109.145,1,validation,5601,2024-05-12 08:50:04.131725+00:00,3765741
azure-code-v3-0407,140379.679,43,validation,3360,2024-05-12 08:50:04.402259+00:00,3765742
azure-code-v3-0408,140860.555,5,validation,5602,2024-05-12 08:50:04.883135+00:00,3765743
azure-code-v3-0409,141360.963,2,validation,5603,2024-05-12 08:50:05.383543+00:00,3765744
azure-code-v3-0410,141518.646,24,validation,7677,2024-05-12 08:50:05.541226+00:00,3765745
azure-code-v3-0411,141733.710,9,validation,1061,2024-05-12 08:50:05.756290+00:00,3765746
azure-code-v3-0412,141816.085,18,validation,1935,2024-05-12 08:50:05.838665+00:00,3765747
azure-code-v3-0413,142109.853,1,validation,5604,2024-05-12 08:50:06.132433+00:00,3765748
azure-code-v3-0414,142314.260,25,validation,7686,2024-05-12 08:50:06.336840+00:00,3765749
azure-code-v3-0415,142515.864,147,validation,1957,2024-05-12 08:50:06.538444+00:00,3765750
azure-code-v3-0416,142609.805,1,validation,5604,2024-05-12 08:50:06.632385+00:00,3765751
azure-code-v3-0417,143882.503,8,validation,1948,2024-05-12 08:50:07.905083+00:00,3765752
azure-code-v3-0418,145017.566,9,validation,2104,2024-05-12 08:50:09.040146+00:00,3765753
azure-code-v3-0419,145114.293,3,validation,2898,2024-05-12 08:50:09.136873+00:00,3765754
azure-code-v3-0420,145266.128,20,validation,2104,2024-05-12 08:50:09.288708+00:00,3765755
azure-code-v3-0421,145379.924,15,validation,5807,2024-05-12 08:50:09.402504+00:00,3765756
azure-code-v3-0422,145860.954,1,validation,5606,2024-05-12 08:50:09.883534+00:00,3765757
azure-code-v3-0423,146265.165,62,validation,1958,2024-05-12 08:50:10.287745+00:00,3765758
azure-code-v3-0424,146610.708,4,validation,5606,2024-05-12 08:50:10.633288+00:00,3765759
azure-code-v3-0425,146878.882,36,validation,5808,2024-05-12 08:50:10.901462+00:00,3765760
azure-code-v3-0426,147499.788,5,validation,1657,2024-05-12 08:50:11.522368+00:00,3765761
azure-code-v3-0427,147879.223,14,validation,184,2024-05-12 08:50:11.901803+00:00,3765762
azure-code-v3-0428,148130.769,5,validation,2779,2024-05-12 08:50:12.153349+00:00,3765763
azure-code-v3-0429,150272.575,46,validation,1968,2024-05-12 08:50:14.295155+00:00,3765764
azure-code-v3-0430,151526.160,27,validation,1970,2024-05-12 08:50:15.548740+00:00,3765765
azure-code-v3-0431,152026.182,21,validation,2104,2024-05-12 08:50:16.048762+00:00,3765766
azure-code-v3-0432,152028.550,13,validation,2108,2024-05-12 08:50:16.051130+00:00,3765767
azure-code-v3-0433,152381.332,5,validation,185,2024-05-12 08:50:16.403912+00:00,3765768
azure-code-v3-0434,152983.728,9,validation,2846,2024-05-12 08:50:17.006308+00:00,3765769
azure-code-v3-0435,153270.719,20,validation,7654,2024-05-12 08:50:17.293299+00:00,3765770
azure-code-v3-0436,153497.247,66,validation,2914,2024-05-12 08:50:17.519827+00:00,3765771
azure-code-v3-0437,153611.035,3,validation,4403,2024-05-12 08:50:17.633615+00:00,3765772
azure-code-v3-0438,153863.002,1,validation,4405,2024-05-12 08:50:17.885582+00:00,3765773
azure-code-v3-0439,153863.741,1,validation,5606,2024-05-12 08:50:17.886321+00:00,3765774
azure-code-v3-0440,154481.963,3,validation,2851,2024-05-12 08:50:18.504543+00:00,3765775
azure-code-v3-0441,156521.515,20,validation,2104,2024-05-12 08:50:20.544095+00:00,3765776
azure-code-v3-0442,157016.209,5,validation,2104,2024-05-12 08:50:21.038789+00:00,3765777
azure-code-v3-0443,157523.104,21,validation,7664,2024-05-12 08:50:21.545684+00:00,3765778
azure-code-v3-0444,157563.130,4,validation,1013,2024-05-12 08:50:21.585710+00:00,3765779
azure-code-v3-0445,157735.011,21,validation,723,2024-05-12 08:50:21.757591+00:00,3765780
azure-code-v3-0446,158271.411,3,validation,2108,2024-05-12 08:50:22.293991+00:00,3765781
azure-code-v3-0447,158273.190,14,validation,2109,2024-05-12 08:50:22.295770+00:00,3765782
azure-code-v3-0448,158519.235,4,validation,5239,2024-05-12 08:50:22.541815+00:00,3765783
azure-code-v3-0449,158611.463,1,validation,5606,2024-05-12 08:50:22.634043+00:00,3765784
azure-code-v3-0450,158864.022,2,validation,5607,2024-05-12 08:50:22.886602+00:00,3765785
azure-code-v3-0451,158880.707,14,validation,1780,2024-05-12 08:50:22.903287+00:00,3765786
azure-code-v3-0452,159115.534,61,validation,7681,2024-05-12 08:50:23.138114+00:00,3765787
azure-code-v3-0453,159116.303,1,validation,5606,2024-05-12 08:50:23.138883+00:00,3765788
azure-code-v3-0454,159515.413,4,validation,5614,2024-05-12 08:50:23.537993+00:00,3765789
azure-code-v3-0455,159564.899,5,validation,7677,2024-05-12 08:50:23.587479+00:00,3765790
azure-code-v3-0456,159629.625,2,validation,3005,2024-05-12 08:50:23.652205+00:00,3765791
azure-code-v3-0457,160016.689,21,validation,2111,2024-05-12 08:50:24.039269+00:00,3765792
azure-code-v3-0458,160062.352,9,validation,7677,2024-05-12 08:50:24.084932+00:00,3765793
azure-code-v3-0459,160110.705,2,validation,5608,2024-05-12 08:50:24.133285+00:00,3765794
azure-code-v3-0460,160563.154,6,validation,1934,2024-05-12 08:50:24.585734+00:00,3765795
azure-code-v3-0461,160811.911,7,validation,1956,2024-05-12 08:50:24.834491+00:00,3765796
azure-code-v3-0462,161112.460,1,validation,5610,2024-05-12 08:50:25.135040+00:00,3765797
azure-code-v3-0463,161265.896,4,validation,5614,2024-05-12 08:50:25.288476+00:00,3765798
azure-code-v3-0464,161312.508,8,validation,7678,2024-05-12 08:50:25.335088+00:00,3765799
azure-code-v3-0465,161610.762,1,validation,5610,2024-05-12 08:50:25.633342+00:00,3765800
azure-code-v3-0466,161637.498,64,validation,3344,2024-05-12 08:50:25.660078+00:00,3765801
azure-code-v3-0467,162111.189,7,validation,7675,2024-05-12 08:50:26.133769+00:00,3765802
azure-code-v3-0468,162265.379,23,validation,2110,2024-05-12 08:50:26.287959+00:00,3765803
azure-code-v3-0469,162632.767,3,validation,1791,2024-05-12 08:50:26.655347+00:00,3765804
azure-code-v3-0470,162747.247,160,validation,1637,2024-05-12 08:50:26.769827+00:00,3765805
azure-code-v3-0471,162860.809,9,validation,7673,2024-05-12 08:50:26.883389+00:00,3765806
azure-code-v3-0472,162883.333,15,validation,3437,2024-05-12 08:50:26.905913+00:00,3765807
azure-code-v3-0473,163016.636,4,validation,1411,2024-05-12 08:50:27.039216+00:00,3765808
azure-code-v3-0474,163563.537,319,validation,7680,2024-05-12 08:50:27.586117+00:00,3765809
azure-code-v3-0475,163610.783,9,validation,7673,2024-05-12 08:50:27.633363+00:00,3765810
azure-code-v3-0476,164017.711,20,validation,217,2024-05-12 08:50:28.040291+00:00,3765811
azure-code-v3-0477,164362.580,9,validation,7673,2024-05-12 08:50:28.385160+00:00,3765812
azure-code-v3-0478,164385.558,10,validation,5738,2024-05-12 08:50:28.408138+00:00,3765813
azure-code-v3-0479,164495.355,34,validation,1678,2024-05-12 08:50:28.517935+00:00,3765814
azure-code-v3-0480,165016.919,17,validation,215,2024-05-12 08:50:29.039499+00:00,3765815
azure-code-v3-0481,165232.693,60,validation,1682,2024-05-12 08:50:29.255273+00:00,3765816
azure-code-v3-0482,165497.524,254,validation,1678,2024-05-12 08:50:29.520104+00:00,3765817
azure-code-v3-0483,165630.677,36,validation,5785,2024-05-12 08:50:29.653257+00:00,3765818
azure-code-v3-0484,165766.316,17,validation,7670,2024-05-12 08:50:29.788896+00:00,3765819
azure-code-v3-0485,165766.742,1,validation,4528,2024-05-12 08:50:29.789322+00:00,3765820
azure-code-v3-0486,166016.955,4,validation,4527,2024-05-12 08:50:30.039535+00:00,3765821
azure-code-v3-0487,166497.270,159,validation,1678,2024-05-12 08:50:30.519850+00:00,3765822
azure-code-v3-0488,166766.602,27,validation,216,2024-05-12 08:50:30.789182+00:00,3765823
azure-code-v3-0489,167131.889,4,validation,3182,2024-05-12 08:50:31.154469+00:00,3765824
azure-code-v3-0490,167267.900,29,validation,216,2024-05-12 08:50:31.290480+00:00,3765825
azure-code-v3-0491,167363.207,5,validation,2897,2024-05-12 08:50:31.385787+00:00,3765826
azure-code-v3-0492,167732.759,45,validation,1683,2024-05-12 08:50:31.755339+00:00,3765827
azure-code-v3-0493,168131.744,2,validation,3184,2024-05-12 08:50:32.154324+00:00,3765828
azure-code-v3-0494,168516.870,3,validation,1098,2024-05-12 08:50:32.539450+00:00,3765829
azure-code-v3-0495,168882.437,11,validation,1783,2024-05-12 08:50:32.905017+00:00,3765830
azure-code-v3-0496,168997.408,74,validation,1720,2024-05-12 08:50:33.019988+00:00,3765831
azure-code-v3-0497,169232.442,363,validation,7663,2024-05-12 08:50:33.255022+00:00,3765832
azure-code-v3-0498,169379.403,11,validation,1783,2024-05-12 08:50:33.401983+00:00,3765833
azure-code-v3-0499,169769.608,9,validation,1101,2024-05-12 08:50:33.792188+00:00,3765834
azure-code-v3-0500,170384.153,12,validation,1785,2024-05-12 08:50:34.406733+00:00,3765835
azure-code-v3-0501,170764.932,438,validation,2110,2024-05-12 08:50:34.787512+00:00,3765836
azure-code-v3-0502,171630.731,11,validation,1789,2024-05-12 08:50:35.653311+00:00,3765837
azure-code-v3-0503,171879.549,9,validation,3550,2024-05-12 08:50:35.902129+00:00,3765838
azure-code-v3-0504,172245.489,142,validation,1736,2024-05-12 08:50:36.268069+00:00,3765839
azure-code-v3-0505,172518.731,19,validation,221,2024-05-12 08:50:36.541311+00:00,3765840
azure-code-v3-0506,173315.601,12,validation,1963,2024-05-12 08:50:37.338181+00:00,3765841
azure-code-v3-0507,173382.098,12,validation,3459,2024-05-12 08:50:37.404678+00:00,3765842
azure-code-v3-0508,173517.957,5,validation,1105,2024-05-12 08:50:37.540537+00:00,3765843
azure-code-v3-0509,174768.957,8,validation,227,2024-05-12 08:50:38.791537+00:00,3765844
azure-code-v3-0510,174996.916,2,validation,3032,2024-05-12 08:50:39.019496+00:00,3765845
azure-code-v3-0511,175110.680,2,validation,1957,2024-05-12 08:50:39.133260+00:00,3765846
azure-code-v3-0512,175362.945,17,validation,1690,2024-05-12 08:50:39.385525+00:00,3765847
azure-code-v3-0513,175610.045,3,validation,1956,2024-05-12 08:50:39.632625+00:00,3765848
azure-code-v3-0514,175749.473,106,validation,1767,2024-05-12 08:50:39.772053+00:00,3765849
azure-code-v3-0515,175860.850,3,validation,1956,2024-05-12 08:50:39.883430+00:00,3765850
azure-code-v3-0516,176612.250,51,validation,1842,2024-05-12 08:50:40.634830+00:00,3765851
azure-code-v3-0517,176629.460,15,validation,1788,2024-05-12 08:50:40.652040+00:00,3765852
azure-code-v3-0518,177496.846,11,validation,3035,2024-05-12 08:50:41.519426+00:00,3765853
azure-code-v3-0519,177998.112,8,validation,7685,2024-05-12 08:50:42.020692+00:00,3765854
azure-code-v3-0520,178024.095,421,validation,2110,2024-05-12 08:50:42.046675+00:00,3765855
azure-code-v3-0521,178482.695,9,validation,2012,2024-05-12 08:50:42.505275+00:00,3765856
azure-code-v3-0522,178500.915,1,validation,7678,2024-05-12 08:50:42.523495+00:00,3765857
azure-code-v3-0523,178749.971,6,validation,7678,2024-05-12 08:50:42.772551+00:00,3765858
azure-code-v3-0524,178768.691,4,validation,5612,2024-05-12 08:50:42.791271+00:00,3765859
azure-code-v3-0525,179018.195,2,validation,1106,2024-05-12 08:50:43.040775+00:00,3765860
azure-code-v3-0526,179250.616,25,validation,3035,2024-05-12 08:50:43.273196+00:00,3765861
azure-code-v3-0527,179382.160,17,validation,1794,2024-05-12 08:50:43.404740+00:00,3765862
azure-code-v3-0528,179563.303,3,validation,2885,2024-05-12 08:50:43.585883+00:00,3765863
azure-code-v3-0529,179610.765,3,validation,5769,2024-05-12 08:50:43.633345+00:00,3765864
azure-code-v3-0530,179767.815,5,validation,5611,2024-05-12 08:50:43.790395+00:00,3765865
azure-code-v3-0531,180003.128,91,validation,3035,2024-05-12 08:50:44.025708+00:00,3765866
azure-code-v3-0532,180361.217,11,validation,7680,2024-05-12 08:50:44.383797+00:00,3765867
azure-code-v3-0533,180496.564,11,validation,3038,2024-05-12 08:50:44.519144+00:00,3765868
azure-code-v3-0534,180859.785,2,validation,7680,2024-05-12 08:50:44.882365+00:00,3765869
azure-code-v3-0535,180998.743,9,validation,3040,2024-05-12 08:50:45.021323+00:00,3765870
azure-code-v3-0536,181110.946,5,validation,2883,2024-05-12 08:50:45.133526+00:00,3765871
azure-code-v3-0537,182063.916,4,validation,1961,2024-05-12 08:50:46.086496+00:00,3765872
azure-code-v3-0538,182562.373,16,validation,1961,2024-05-12 08:50:46.584953+00:00,3765873
azure-code-v3-0539,182745.728,7,validation,1657,2024-05-12 08:50:46.768308+00:00,3765874
azure-code-v3-0540,182882.024,30,validation,5879,2024-05-12 08:50:46.904604+00:00,3765875
azure-code-v3-0541,182999.614,20,validation,1657,2024-05-12 08:50:47.022194+00:00,3765876
azure-code-v3-0542,183024.901,6,validation,5613,2024-05-12 08:50:47.047481+00:00,3765877
azure-code-v3-0543,183063.029,18,validation,1961,2024-05-12 08:50:47.085609+00:00,3765878
azure-code-v3-0544,183274.834,6,validation,5613,2024-05-12 08:50:47.297414+00:00,3765879
azure-code-v3-0545,184021.358,3,validation,5614,2024-05-12 08:50:48.043938+00:00,3765880
azure-code-v3-0546,184022.284,295,validation,2118,2024-05-12 08:50:48.044864+00:00,3765881
azure-code-v3-0547,184484.165,8,validation,1521,2024-05-12 08:50:48.506745+00:00,3765882
azure-code-v3-0548,184611.743,5,validation,2883,2024-05-12 08:50:48.634323+00:00,3765883
azure-code-v3-0549,185746.260,47,validation,1658,2024-05-12 08:50:49.768840+00:00,3765884
azure-code-v3-0550,185880.317,1,validation,1800,2024-05-12 08:50:49.902897+00:00,3765885
azure-code-v3-0551,186234.961,20,validation,6,2024-05-12 08:50:50.257541+00:00,3765886
azure-code-v3-0552,186268.513,7,validation,228,2024-05-12 08:50:50.291093+00:00,3765887
azure-code-v3-0553,186380.208,15,validation,1800,2024-05-12 08:50:50.402788+00:00,3765888
azure-code-v3-0554,187020.569,12,validation,4778,2024-05-12 08:50:51.043149+00:00,3765889
azure-code-v3-0555,188018.231,7,validation,4778,2024-05-12 08:50:52.040811+00:00,3765890
azure-code-v3-0556,188766.494,6,validation,4777,2024-05-12 08:50:52.789074+00:00,3765891
azure-code-v3-0557,190563.109,16,validation,1015,2024-05-12 08:50:54.585689+00:00,3765892
azure-code-v3-0558,191769.648,58,validation,4765,2024-05-12 08:50:55.792228+00:00,3765893
azure-code-v3-0559,192132.569,18,validation,1802,2024-05-12 08:50:56.155149+00:00,3765894
azure-code-v3-0560,192266.068,23,validation,5594,2024-05-12 08:50:56.288648+00:00,3765895
azure-code-v3-0561,192267.101,12,validation,2130,2024-05-12 08:50:56.289681+00:00,3765896
azure-code-v3-0562,193016.357,7,validation,4768,2024-05-12 08:50:57.038937+00:00,3765897
azure-code-v3-0563,193516.760,5,validation,4769,2024-05-12 08:50:57.539340+00:00,3765898
azure-code-v3-0564,193767.392,147,validation,2119,2024-05-12 08:50:57.789972+00:00,3765899
azure-code-v3-0565,194016.705,14,validation,5597,2024-05-12 08:50:58.039285+00:00,3765900
azure-code-v3-0566,194233.248,20,validation,6,2024-05-12 08:50:58.255828+00:00,3765901
azure-code-v3-0567,194562.813,5,validation,1016,2024-05-12 08:50:58.585393+00:00,3765902
azure-code-v3-0568,195061.991,40,validation,1016,2024-05-12 08:50:59.084571+00:00,3765903
azure-code-v3-0569,195311.803,9,validation,1016,2024-05-12 08:50:59.334383+00:00,3765904
azure-code-v3-0570,195745.486,133,validation,6146,2024-05-12 08:50:59.768066+00:00,3765905
azure-code-v3-0571,195882.438,8,validation,6148,2024-05-12 08:50:59.905018+00:00,3765906
azure-code-v3-0572,196388.943,12,validation,5823,2024-05-12 08:51:00.411523+00:00,3765907
azure-code-v3-0573,196563.536,78,validation,1017,2024-05-12 08:51:00.586116+00:00,3765908
azure-code-v3-0574,196641.717,124,validation,4888,2024-05-12 08:51:00.664297+00:00,3765909
azure-code-v3-0575,197062.082,1,validation,1018,2024-05-12 08:51:01.084662+00:00,3765910
azure-code-v3-0576,197152.731,116,validation,6149,2024-05-12 08:51:01.175311+00:00,3765911
azure-code-v3-0577,197516.252,14,validation,2246,2024-05-12 08:51:01.538832+00:00,3765912
azure-code-v3-0578,197820.323,67,validation,1019,2024-05-12 08:51:01.842903+00:00,3765913
azure-code-v3-0579,198137.165,40,validation,5837,2024-05-12 08:51:02.159745+00:00,3765914
azure-code-v3-0580,198139.180,59,validation,6151,2024-05-12 08:51:02.161760+00:00,3765915
azure-code-v3-0581,198265.572,3,validation,4522,2024-05-12 08:51:02.288152+00:00,3765916
